씬 ID,대화 ID,대화 종류,화자,대사,선택지 ID,연결된 대화 ID,삽화,초상화,표시 아이템,효과음,배경음악
,,,,저도 이랬으니까@ 나중에 요리 한 번 해봐요.,,,,CharinSmile_Portrait,,,
,,,,또 해보면 잘할 수도 있잖아요?,,,,,,,
,82,VerandaDialogue,김진혁,(음...한 번 해보는 것도 나쁘지 않겠다...),,,,NamNormal_Portrait,,,
,,,,알겠어요 ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,83,VerandaDialogue,이채린,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,,,,뭐 여튼@ 그렇게 밥 먹고 치우고...,,,,CharinSmile_Portrait,,,
,,,,폰 좀 보다가 저도 자는 거 같아요.,,,,,,,
,84,VerandaDialogue,김진혁,비슷하네요.,,,CV_HandSmoke_Illustration,NamNormal_Portrait,,,
,85,VerandaDialogue,이채린,그렇죠~,,,,CharinSmile_Portrait,,,
,,,,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,,,,...,,,,,,,
,,,,어색한 거 좀 풀렸나요?,,,,CharinSmile_Portrait,,,
,86,VerandaDialogue,김진혁,네...?,,,CV_HandSmoke_Illustration,NamNormal_Portrait,,,
,87,VerandaDialogue,이채린,이제 안 어색해하는 거 같아서 한 번 물어봤어요 ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,88,VerandaDialogue,김진혁,(음...아직은 어색하긴 하다.),,,,NamNormal_Portrait,,,
,,,,(그래도 이 정도면 거의 풀리긴 한 거 같다.),,,,,,,
,,,,(...),,,,,,,
,,,,이제 어느 정도 괜찮아진 거 같아요.,,,,,,,
,89,VerandaDialogue,이채린,다행이네요@ 저도 원래는 낯가리는 편인데 이상하게 진혁씨랑 있으면 되게 편안하네요.,,,,CharinSmile_Portrait,,,
,90,VerandaDialogue,김진혁,다행...이네요...,,,,NamNormal_Portrait,,,
,91,VerandaDialogue,이채린,ㅎㅎ,,,,CharinSmile_Portrait,,,
,92,VerandaDialogue,이채린,진혁씨는 낯 많이 가려요?,,,,,,,
,93,VerandaDialogue,김진혁,어...네...,,,,NamNormal_Portrait,,,
,,,,(낯을 잘 가리는 편이다...),,,,,,,
,,,,(친해지면 확 풀리는데@ 친해지는 데까지는 꽤 시간이 걸리는 느낌?),,,,,,,
,,,,(아마 이렇게 어색한 거 안 풀어줬으면 몸 아프다고 먼저 들어갔을 수도...),,,,,,,
,,,,그래도...조금씩 말하다 보면 풀릴걸...요?,,,,,,,
,94,VerandaDialogue,이채린,좋아요 ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,,,,그럼 내일은 저희 안 어색한 상태로 보는 거죠?,,,,,,,
,95,VerandaDialogue,김진혁,노력해 볼게요...ㅋㅋㅋ.,,,,NamSmile_Portrait,,,
,96,VerandaDialogue,이채린,그래요 ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,,,,춥네요...,,,,,,,
,,,,오늘 얼마 얘기는 안 했지만@ 이제 슬슬 들어갈까요?,,,,,,,
,97,VerandaDialogue,김진혁,네@ 좋아요.,,,,NamSmile_Portrait,,,
,98,VerandaDialogue,이채린,내일도 이 시간에 봐요@ 오늘 대화 재밌었어요.,,,,CharinSmile_Portrait,,,
,99,VerandaDialogue,이채린,내일 봐요@ 진혁씨.,,,,,,,
,100,VerandaDialogue,김진혁,네@ 누나 들어가세요.,,,,NamSmile_Portrait,,,
,101,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,무슨 조직 보스한테 인사하는 것처럼 인사하네요 ㅋㅋㅋ,,,,,,,
,,,,알겠어요 ㅋㅋㅋ,,,,,,Beranda_Sound_SFX,
,102,VerandaDialogue,김진혁,(후...춥다),,,Veranda_Illustration,NamNormal_Portrait,,,
,,,,(목 아프다.),,,,,,,
,,,,(이렇게까지 대화해 본 게 얼마 만이지?),,,,,,,
,,,,(...),,,,,,,
,,,,(춥다...들어가야지.),,,,,,,
1020,1,VerandaDialogue,김진혁,...,,,Veranda_Illustration,NamNormal_Portrait,,,
,,,,(누나는 아직 안 나왔네.),,,,,,,
,,,,(오늘은 어제보단 덜 춥다.),,,,,,,
,,,,(몇 도지...?),,,,,,,
,,,,(음...),,,,,,,
,,,,(13.5도 정도면 뭐@ 괜찮네.),,,,,,,
,,,,(...),,,,,,,
,,,,(밤공기 되게 좋다...),,,,,,,
,,,,(몇 달간 방에만 있으니까 몰랐는데 나름 괜찮네...),,,,,,,
,,,,(...),,,,,,,
,,,,(시원하다.),,,,,,,
,,,,(이따가 오랜만에 영화라도 볼까...),,,,,,,
,,,,(마지막으로 영화 본 게 언제인지도 기억 안 나네...),,,,,,,
,,,,(오늘은 뭔 얘기 할까나...),,,,,,,
,,,,(누나는 취미 같은 거 있으시려나...),,,,,,,
,,,,(어@ 나오신다.),,,,,,,
,2,VerandaDialogue,이채린,어@ 먼저 나와 있었네요.,,,,CharinSmile_Portrait,,,
,,,,잠시만요.,,,,CharinNormal_Portrait,,,
,3,VerandaNarration,,(잠시후...),,,!HideIllustration,,,Beranda_Sound_SFX,
,4,VerandaDialogue,이채린,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,NormalTalk_BGM
,,,,...,,,,,,,
,5,VerandaDialogue,김진혁,누나.,,,,NamNormal_Portrait,,,
,6,VerandaDialogue,이채린,...네?,,,CV_HandSmoke_Illustration,CharinSmile_Portrait,,,
,7,VerandaDialogue,김진혁,생각해 보니까 누나는 왜 저한테 존댓말 쓰세요?,,,,NamNormal_Portrait,,,
,8,VerandaDialogue,이채린,아...음...,,,,CharinNormal_Portrait,,,
,,,,특별히 이유는 없어요.,,,,CharinSmile_Portrait,,,
,,,,손님 상대하다 보니까 존댓말이 편해진 것도 있고...,,,,,,,
,,,,제가 주변에 연상밖에 없어요.,,,,,,,
,,,,그래서 그런지 존댓말 쓰는 게 편하더라고요.,,,,,,,
,,,,좀 어색한가요?,,,,,,,
,9,VerandaDialogue,김진혁,아...아뇨,,,,NamNormal_Portrait,,,
,,,,(뭔가 나보다 나이 많은 사람이 나한테 존댓말 쓰니까 신기하네...),,,,,,,
,,,,뭔가 좀 신기해서요.,,,,,,,
,10,VerandaDialogue,이채린,ㅎㅎ,,,,CharinSmile_Portrait,,,
,,,,그럴 수 있죠.,,,,,,,
,,,,반말은 아마 뭐@ 좀 더 친해지면 나오지 않을까요? ㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,11,VerandaDialogue,김진혁,좋아요 ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,12,VerandaDialogue,이채린,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,,,,밤공기 좋네요...,,,,CharinSmile_Portrait,,,
,13,VerandaDialogue,김진혁,...,,,CV_HandSmoke_Illustration,NamNormal_Portrait,,,
,,,,갑자기 궁금한데요@ 누나.,,,,,,,
,14,VerandaDialogue,이채린,네@ 왜요?,,,,CharinSmile_Portrait,,,
,15,VerandaDialogue,김진혁,누나는 평소에 담배 얼마나 피우세요?,,,,NamNormal_Portrait,,,
,16,VerandaDialogue,이채린,음...ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,,,,한 번 맞춰 보실래요?,7,,,,,,
,17,VerandaDialogue,김진혁,하루에 한 갑 정도...?,,,,NamNormal_Portrait,,,
,18,VerandaDialogue,이채린,오!,,,,CharinSuprised_Portrait,,,
,,,,어떻게 맞췄어요?,,,,CharinEyeSmile_Portrait,,,
,19,VerandaDialogue,김진혁,(헉...),,,,NamSuprised_Portrait,,,
,,,,많이 피시네요...,,,,,,,
,20,VerandaDialogue,이채린,예전 진혁씨 보단 많이 피긴 하죠 ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,,,,한 개비밖에 안 남아서 이따가 하나 더 들고 오려고요.,,29,,,,,
,21,VerandaDialogue,김진혁,하루에 다섯 갑 정도...?,,,,NamNormal_Portrait,,,
,22,VerandaDialogue,이채린,...,,,,CharinNormal_Portrait,,,
,,,,제가 아무리 많이 펴도 그 정도는 아니에요.,,,,,,,
,23,VerandaDialogue,김진혁,아...죄송해요...,,,,NamNormal_Portrait,,,
,24,VerandaDialogue,이채린,하루에 한 갑 정도 펴요.,,,,CharinNormal_Portrait,,,
,25,VerandaDialogue,김진혁,그래도 많이 피시네요.,,,,NamNormal_Portrait,,,
,26,VerandaDialogue,이채린,뭐@ 진혁씨가 말한 것보단 많진 않죠?,,,,CharinSmile_Portrait,,,
,27,VerandaDialogue,김진혁,네...,,,,NamNormal_Portrait,,,
,28,VerandaDialogue,이채린,ㅋㅋㅋ 농담이에요.,,,,CharinSmile_Portrait,,,
,29,VerandaDialogue,이채린,근데 담배는 왜요?,,,,CharinSmile_Portrait,,,
,,,,한 개비 남은 거 필래요?,,,,,,,
,30,VerandaDialogue,김진혁,(흠...),,,,NamNormal_Portrait,,,
,,,,(흠......),,,,,,,
,,,,원래 누나 건강 때문에 한 번 물어본 건데 그렇게 권유하시면...,,,,,,,
,31,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,고민돼요?,,,,,,,
,32,VerandaDialogue,김진혁,약간요...?,,,,NamNormal_Portrait,,,
,33,VerandaDialogue,이채린,됐어요 ㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,나 필 것도 없어요 ㅋㅋㅋ,,,,,,,
,34,VerandaDialogue,김진혁,ㅋㅋㅋㅋㅋㅋ,,,,NamSmile_Portrait,,,
,,,,담배는 언제부터 피셨어요?,,,,NamNormal_Portrait,,,
,35,VerandaDialogue,이채린,...,,,,CharinNormal_Portrait,,,
,,,,비밀인데 ㅎㅎ,,,,CharinSmile_Portrait,,,
,36,VerandaDialogue,김진혁,설마...,,,,NamNormal_Portrait,,,
,37,VerandaDialogue,이채린,에이 진혁씨가 생각하는 그런 거 아니에요 ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,,,,저 성인 돼서 피기 시작했어요.,,,,,,,
,,,,딱히 필려고 핀 건 아닌데@알바하다 보니까 스트레스가 이만저만이 아니었어요.,,,,,,,
,,,,이래저래 꼬이는 사람도 있었고...,,,,CharinCloseEye_Portrait,,,
,,,,같이 알바하던 친구들은 담배 피우면 스트레스가 풀린다나 뭐라나...,,,,CharinSmile_Portrait,,,
,,,,그래서 저도 한 번 손을 댔는데 그 뒤로는 중독됐죠...,,,,,,,
,38,VerandaDialogue,김진혁,니코틴 중독.,,,,NamNormal_Portrait,,,
,39,VerandaDialogue,이채린,그렇죠 ㅋㅋㅋ,,,CV_NoSmoke_Illustration,CharinSmile_Portrait,,,
,40,VerandaDialogue,김진혁,그러면 꽤 오래 폈는데 건강은 괜찮아요?,,,,NamNormal_Portrait,,,
,41,VerandaDialogue,이채린,음...,,,,CharinSmile_Portrait,,,
,,,,괜찮은 거 같아요.,,,,,,,
,,,,운동도 자주하고@ 먹는 것도 조절해 가면서 먹고 있거든요.,,,,,,,
,,,,건강 검진 때도 괜찮다고 하더라고요.,,,,,,,
,,,,근데 생각해 보니까 진혁씨는 어떻게 담배 끊었어요??,,,,CharinSuprised_Portrait,,,
,42,VerandaDialogue,김진혁,...,,,,NamNormal_Portrait,,,
,43,VerandaDialogue,이채린,...?,,,,CharinNormal_Portrait,,,
,44,VerandaDialogue,김진혁,음...,,,,NamNormal_Portrait,,,
,,,,딱히 특별한 건 없어요...,,,,,,,
,,,,건강이 좀 나빠진 것도 있고@ 퇴사하면서 담배 살 돈도 없어져서...,,,,,,,
,,,,자연스럽게 끊었죠.,,,,,,,
,45,VerandaDialogue,이채린,오...,,,,CharinSuprised_Portrait,,,
,,,,그게 어떡해 가능하죠...?,,,,,,,
,46,VerandaDialogue,김진혁,니코틴 중독자 같은 답변인데요 ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,47,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,칭찬 고마워요.,,,,,,,
,,,,음...,,,,CharinNormal_Portrait,,,
,,,,잠시 화장실 다녀올게요. 겸사겸사 담배도 챙겨올게요.,,,,CharinSmile_Portrait,,,
,48,VerandaDialogue,김진혁,네@ 갔다 오세요.,,,,NamNormal_Portrait,,,
,,,,(...),,,Veranda_Illustration,,,Beranda_Sound_SFX,
,,,,(담배 한 개비 정도는 괜찮겠지...?),,,,,,,
,,,,(근데 또 피기 시작하면 계속 필 거 같은데...),,,,,,,
,,,,(후...참자...),,,,,,,
,,,,(괜히 생활비 낭비하지 말고...),,,,,,,
,,,,(...),,,,,,,
,,,,(그나저나 좀 춥네...),,,,,,,
,,,,(누나는 저 옷... 안 춥나...?),,,,,,,
,,,,(많이 추울 거 같은데...),,,,,,,
,,,,(내일은 몇 도이려나...),,,,,,,
,,,,(...),,,,,,,
,,,,(어우...내일은 조금 두껍게 입고 와야겠다...),,,,,,,
,,,,(꽤 춥겠다...),,,,,,,
,,,,(누나한테도 말해놔야겠다.),,,,,,,
,,,,(낼 추우니까 겉옷이라도 입으라고.),,,,,,,
,,,,(...),,,,,,,
,,,,(언제 오시려나...),,,,,,,
,,,,(...),,,,,,,
,,,,(오셨다.),,,,,,,
,49,VerandaDialogue,이채린,미안해요@ 좀 걸렸죠?,,,,CharinNormal_Portrait,,,
,,,,잠시만요.,,,,,,,
,50,VerandaNarration,,(잠시후...),,,!HideIllustration,,,Beranda_Sound_SFX,
,51,VerandaDialogue,이채린,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,,,,조금 늦었죠?,,,,CharinSmile_Portrait,,,
,,,,담배 사둔 거 어디에다가 뒀는지 찾느라 좀 늦었어요.,,,,,,,
,52,VerandaDialogue,김진혁,괜찮아요@ 얼마 안 기다렸어요.,,,,NamNormal_Portrait,,,
,53,VerandaDialogue,이채린,다행이에요.,,,CV_HandSmoke_Illustration,CharinNormal_Portrait,,,
,,,,음...오늘은 좀 많이 피긴 했네...,,,,,,,
,,,,진혁씨@ 저한테서 담배 냄새 많이 나요?,,,,CharinSmile_Portrait,,,
,54,VerandaDialogue,김진혁,...ㅋㅋ,,,,NamNormal_Portrait,,,
,,,,노코멘트.,,,,,,,
,55,VerandaDialogue,이채린,무슨 노코멘트에요 ㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,어이없어 ㅋㅋㅋ,,,,,,,
,,,,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,56,VerandaDialogue,김진혁,아@ 누나 혹시 안 추우세요?,,,,NamNormal_Portrait,,,
,57,VerandaDialogue,이채린,저요?,,,CV_HandSmoke_Illustration,CharinNormal_Portrait,,,
,58,VerandaDialogue,김진혁,네.,,,,NamNormal_Portrait,,,
,59,VerandaDialogue,이채린,저 되게 적게 입어서 추워 보였구나.,,,,CharinNormal_Portrait,,,
,,,,다행히도@ 추위를 많이 안타요.,,,,CharinSmile_Portrait,,,
,,,,예전에 반에서 하루 종일 에어컨 틀고 지냈었는데@ 저 빼고 다 여름 감기 걸리고 그랬었어요.,,,,,,,
,,,,그때 별명이 설인이었어요.,,,,,,,
,60,VerandaDialogue,김진혁,설인이라...,,,,NamNormal_Portrait,,,
,,,,되게 어울리네요?,,,,NamSmile_Portrait,,,
,61,VerandaDialogue,이채린,칭찬이죠? ,,,,CharinNormal_Portrait,,,
,62,VerandaDialogue,김진혁,당연하죠 ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,63,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,뭐 여튼 그래서 너무 걱정 안 해도 돼요.,,,,CharinSmile_Portrait,,,
,,,,전 오히려 진혁씨가 더 걱정 되는데...,,,,,,,
,,,,안 추워요?,,,,,,,
,,,,옷 지금 보니까 되게 얇아 보이는데.,,,,,,,
,64,VerandaDialogue,김진혁,아...,,,,NamNormal_Portrait,,,
,,,,다행히도 지금은 괜찮아요.,,,,,,,
,,,,근데 내일 나올 땐 조금 두껍게 입고 나오려고요.,,,,,,,
,,,,내일이 오늘보다 더 춥다네요.,,,,,,,
,65,VerandaDialogue,이채린,좋네요.,,,,CharinSmile_Portrait,,,
,,,,...,,,,CharinNormal_Portrait,,,
,,,,진혁씨도 건강 챙기긴 해야겠네요.,,,,CharinSmile_Portrait,,,
,,,,담배 피는 제가 할 소린 아니지만 ㅋㅋㅋ,,,,,,,
,66,VerandaDialogue,김진혁,네...? 저요...?,,,,NamSuprised_Portrait,,,
,,,,에이@ 그래도 제가 누나보단 거...,,,,NamNormal_Portrait,,,
,,,,...,,,,,,,
,,,,(매일 먹는 음식은 배달 음식...),,,,,,,
,,,,(자는 시간도 불규칙하고...),,,,,,,
,,,,(운동은 뭐...),,,,,,,
,,,,(음...),,,,,,,
,,,,아니에요...생각해 보니까 누나가 저보다 건강하겠네요...,,,,,,,
,67,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,,,,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,68,VerandaDialogue,김진혁,그러고보니...,,,,,,,
,,,,누나는 취미 같은거 있어요?,,,,NamSuprised_Portrait,,,
,69,VerandaDialogue,이채린,취미요?,,,CV_HandSmoke_Illustration,CharinSuprised_Portrait,,,
,,,,음...저는...,,,,CharinCloseEye_Portrait,,,
,,,,기타 치는 거랑 노래 듣는 거 정도인 거 같아요.,,,,CharinSmile_Portrait,,,
,,,,가끔식 생각날 땐 그림도 그려요.,,,,,,,
,70,VerandaDialogue,김진혁,오@ 누나 기타 칠 줄 알아요?,,,,NamNormal_Portrait,,,
,71,VerandaDialogue,이채린,친지 좀 됐어요.,,,,CharinSmile_Portrait,,,
,,,,예전부터 좋아하던 밴드가 있어서@ 그 밴드 곡 꼭 기타로 한번 쳐보고 싶었거든요.,,,,,,,
,,,,요새는 생각날 때 치는 정도? 예전에 비해서 많이 치지는 않아요.,8,,,,,,
,72,VerandaDialogue,김진혁,무슨 밴드 노래 들어요?,,,,NamNormal_Portrait,,,
,73,VerandaDialogue,이채린,아마 말해도 모를 텐데.,,,,CharinNormal_Portrait,,,
,,,,xxxx라고 좀 마이너한 밴드 있어요.,,,,CharinSmile_Portrait,,,
,74,VerandaDialogue,김진혁,...!,,,,NamSuprised_Portrait,,,
,,,,누나도 그 밴드 노래 좋아해요?,,,,,,,
,,,,저 살면서 이 밴드 노래 듣는 사람 처음 봐요.,,,,,,,
,75,VerandaDialogue,이채린,진혁씨도 좋아하는 밴드에요?,,,,CharinSuprised_Portrait,,,
,76,VerandaDialogue,김진혁,네!,,,,NamSmile_Portrait,,,
,,,,저 이 밴드 포스터도 있어요.,,,,,,,
,77,VerandaDialogue,이채린,와@ 진짜 좋아하는구나.,,,,CharinSuprised_Portrait,,,
,,,,근데 이 밴드 어떻게 알아요? ,,,,,,,
,,,,진짜 마이너해서 웬만해선 모를텐데.,,,,,,,
,78,VerandaDialogue,김진혁,예전에 아무 노래 랜덤으로 듣고 있었는데@ 그때 딱 귀에 꽂혔던 노래가 이 밴드 노래였어요.,,,,NamSmile_Portrait,,,
,,,,듣고 진심 너무 좋아서 한동안 이 밴드 노래 밖에 안 들은 거 같아요.,,,,,,,
,79,VerandaDialogue,이채린,와...,,,,CharinSuprised_Portrait,,,
,,,,그럼 나중에 저랑 콘서트 보러 가요.,,,,CharinEyeSmile_Portrait,,,
,,,,안 그래도 이 밴드 몇 달 뒤에 콘서트 한데요.,,,,,,,
,80,VerandaDialogue,김진혁,좋아요!,,,,NamSmile_Portrait,,,
,81,VerandaDialogue,이채린,ㅋㅋㅋㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,,,,...후,,,CV_Smoking_Illustration,,,,
,,,,기타 집에 있는데@ 나중에 들려드릴까요?,,,CV_HandSmoke_Illustration,,,,
,82,VerandaDialogue,김진혁,오@ 저야 좋죠.,,,,NamNormal_Portrait,,,
,,,,시간 날 때 보여줘요.,,,,,,,
,83,VerandaDialogue,이채린,그래요~,,,,CharinSmile_Portrait,,,
,,,,그러고 보니 진혁씨는 취미나 그런 건 없어요?,,,,,,,
,84,VerandaDialogue,김진혁,음...,,,,NamNormal_Portrait,,,
,85,VerandaDialogue,이채린,간단한 취미라도 혹시 있나 해서요.,,,,CharinSmile_Portrait,,,
,86,VerandaDialogue,김진혁,음...,,,,NamNormal_Portrait,,,
,,,,저...게임 하는 거랑 영화 보는거 좋아해요.,,,,,,,
,,,,그리고 가끔 애니매이션도 보고 그래요.,,,,,,,
,87,VerandaDialogue,이채린,오...,,,,CharinSmile_Portrait,,,
,,,,딱 제가 생각한 취미들이네요.,,,,CharinEyeSmile_Portrait,,,
,88,VerandaDialogue,김진혁,아@ 진짜요? ㅋㅋㅋ,,,,NamSmile_Portrait,,,
,89,VerandaDialogue,이채린,프로그래밍 한다고 하니까@ 뭔가 집에서 하는 것들 좋아할 거 같았어요.,,,,CharinSmile_Portrait,,,
,90,VerandaDialogue,김진혁,(독심술산가..),,,,NamNormal_Portrait,,,
,91,VerandaDialogue,이채린,어떤 영화 좋아해요?,,,,CharinSmile_Portrait,,,
,92,VerandaDialogue,김진혁,음...,,,,NamNormal_Portrait,,,
,,,,제가 정말 가리는 거 없이 다 좋아하는 편이라서...,,,,,,,
,,,,그나마 뽑자면...로맨스?,,,,NamSuprised_Portrait,,,
,93,VerandaDialogue,이채린,로맨스...,,,,CharinNormal_Portrait,,,
,,,,뭔가 안 어울리네요 ㅋㅋㅋ,,,,CharinSmile_Portrait,,,
,94,VerandaDialogue,김진혁,하하...,,,,NamNormal_Portrait,,,
,,,,말고는 뭐 싫어하는 장르가 딱히 없어요.,,,,,,,
,95,VerandaDialogue,이채린,정말요?,,,,CharinSmile_Portrait,,,
,,,,그러면 혹시 이것도 본 적 있어요?,,,,CharinEyeSmile_Portrait,,,
,96,VerandaNarration,,(그 뒤로 한참 동안 영화 얘기@ 드라마 얘기@ 애니 얘기로 떠들었다.),,,!HideIllustration,,,,
,,,,(이 누나 영화에 진짜 진심이다.),,,,,,,
,,,,(모르는 영화가 없으시다.),,,,,,,
,97,VerandaDialogue,이채린,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,,,,이런 얘기 안 한 지 진짜 오래됐는데...,,,,CharinSmile_Portrait,,,
,,,,간만에 너무 재밌었어요.,,,CV_HandSmoke_Illustration,,,,
,98,VerandaDialogue,김진혁,저도 재밌었어요@ 누나.,,,,NamSmile_Portrait,,,
,99,VerandaDialogue,이채린,...후,,,CV_Smoking_Illustration,CharinSmile_Portrait,,,
,,,,이제 시간도 늦었는데 슬슬 들어갈까요?,,,CV_NoSmoke_Illustration,,,,
,100,VerandaDialogue,김진혁,좋아요@ 더 추워지기전에 들어가죠.,,,,NamSmile_Portrait,,,
,101,VerandaDialogue,이채린,그래요~,,,,CharinSmile_Portrait,,,
,,,,아@ 맞다.,,,,CharinSuprised_Portrait,,,
,,,,진혁씨@ 내일은 혹시 10시 조금 넘어서 나올 수 있나요?,,,,CharinSmile_Portrait,,,
,102,VerandaDialogue,김진혁,아@ 네.,,,,NamNormal_Portrait,,,
,,,,딱히 상관은 없는데 왜요?,,,,,,,
,103,VerandaDialogue,이채린,알바를 1~2시간 더 해야 해서 좀 늦을 거 같아요.,,,,CharinSmile_Portrait,,,
,,,,내일은 저희 10시 조금 넘어서 봐요.,,,,,,,
,104,VerandaDialogue,김진혁,네@ 뭐 딱히 상관은 없어요.,,,,NamNormal_Portrait,,,
,105,VerandaDialogue,이채린,그래요@ 옷 따뜻하게 잘 입고 내일 봐요~,,,,CharinEyeSmile_Portrait,,,
,106,VerandaDialogue,김진혁,네@ 누나도 들어가세요!,,,,NamSmile_Portrait,,,
,,,,(...),,,Veranda_Illustration,NamNormal_Portrait,,,
,,,,(목 마르다...얼른 들어가자.),,,,,,,
,,,,(내일은 조금 두껍게 입고 나와야겠다.),,,,,,,
,107,VerandaDialogue,김진혁,...,,,CV_HandSmoke_Illustration,NamNormal_Portrait,,,
,,,,(내가 좋아하는 밴든가...),,,,,,,
,,,,(한 번 물어볼까...?),,,,,,,
,,,,(아...아니다...),,,,,,,
,,,,(이 벤드를 어떻게 알겠어@ 엄청 마이너한 밴든데...),,,,,,,
,108,VerandaDialogue,이채린,왜 그래요?,,,,CharinNormal_Portrait,,,
,109,VerandaDialogue,김진혁,아...아무것도 아니에요...,,,,NamNormal_Portrait,,,
,110,VerandaDialogue,이채린,...후,,,CV_Smoking_Illustration,CharinNormal_Portrait,,,
,,,,기타 집에 있는데@ 나중에 들려드릴까요?,,,,CharinSmile_Portrait,,,
,111,VerandaDialogue,김진혁,오@ 저야 좋죠.,,,,NamNormal_Portrait,,,
,,,,시간 날 때 보여줘요.,,,,,,,
,112,VerandaDialogue,이채린,그래요~,,,CV_HandSmoke_Illustration,CharinSmile_Portrait,,,
,,,,그러고 보니 취미나 그런 건 없어요?,,,,,,,
,113,VerandaDialogue,김진혁,음...,,,,NamNormal_Portrait,,,
,114,VerandaDialogue,이채린,간단한 취미라도 혹시 있나 해서요.,,,,CharinSmile_Portrait,,,
,115,VerandaDialogue,김진혁,음...,,,,NamNormal_Portrait,,,
,,,,저...게임 하는 거랑 영화 보는거 좋아해요.,,,,,,,
,,,,그리고 가끔 애니매이션도 보고 그래요.,,,,,,,
,116,VerandaDialogue,이채린,오...,,,,CharinNormal_Portrait,,,
,,,,딱 제가 생각한 취미들이네요.,,,,CharinEyeSmile_Portrait,,,
,117,VerandaDialogue,김진혁,아@ 진짜요? ㅋㅋㅋ,,,,NamNormal_Portrait,,,
,118,VerandaDialogue,이채린,프로그래밍 한다고 하니까@ 뭔가 집에서 하는 것들 좋아할 거 같았어요.,,,,CharinEyeSmile_Portrait,,,
,119,VerandaDialogue,김진혁,(독심술산가..),,,,NamNormal_Portrait,,,
,120,VerandaDialogue,이채린,어떤 영화 좋아해요?,,,,CharinSmile_Portrait,,,
,121,VerandaDialogue,김진혁,음...,,,,NamNormal_Portrait,,,
,,,,제가 정말 가리는 거 없이 다 좋아하는 편이라서...,,,,,,,
,,,,그나마 뽑자면...로맨스?,,,,,,,
,122,VerandaDialogue,이채린,로맨스...,,,,CharinNormal_Portrait,,,
,,,,뭔가 안 어울리네요 ㅋㅋㅋ,,,,CharinEyeSmile_Portrait,,,
,123,VerandaDialogue,김진혁,하하...,,,,NamNormal_Portrait,,,
,,,,말고는 뭐 싫어하는 장르가 딱히 없어요.,,,,NamSmile_Portrait,,,
,124,VerandaDialogue,이채린,정말요?,,,,CharinSmile_Portrait,,,
,,,,좋네요.,,,,,,,
,,,,...,,,,CharinNormal_Portrait,,,
,,,,...후,,,CV_Smoking_Illustration,,,,
,,,,아@ 맞다.,,,,CharinSuprised_Portrait,,,
,,,,진혁씨@ 내일은 혹시 10시 조금 넘어서 나올 수 있나요?,,,,,,,
,125,VerandaDialogue,김진혁,아@ 네.,,,CV_NoSmoke_Illustration,NamNormal_Portrait,,,
,,,,딱히 상관은 없는데 왜요?,,,,,,,
,126,VerandaDialogue,이채린,알바를 1~2시간 더 해야 해서 좀 늦을 거 같아요.,,,,CharinSmile_Portrait,,,
,,,,내일은 저희 10시 조금 넘어서 봐요.,,,,,,,
,127,VerandaDialogue,김진혁,네@ 뭐 딱히 상관없어요.,,,,NamSmile_Portrait,,,
,128,VerandaDialogue,이채린,그래요. 그럼 내일 봐요~,,,,CharinSmile_Portrait,,,
,129,VerandaDialogue,김진혁,누나도 내일 봐요.,,,,NamSmile_Portrait,,,
,,,,(...),,,Veranda_Illustration,,,Beranda_Sound_SFX,
,,,,(춥다...얼른 들어가자.),,,,,,,
,,,,(내일은 조금 두껍게 입고 나와야겠다.),,,,,,,
